Name,Text,Like,Caption,Post_Category
xderre111,"kebiasaan yang baik yang perlu kita biasakan ketika menggunakan transportasi umu teman bus adalah dengan menjaga kebersihan sekaligus ketertiban, bersikap ramah kepada sesama penumpang dan selalu memprioritaskan tempat duduk untuk ibu hamil,lansia dan anak kecil. #temanbus @sam_tryharder @chapo_1803 @vtnsstd",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
khairren_127,"Kebiasaan baiknya yaitu mendahulukan Ibu hamil dan lansia, bersikap sopan kepada sesama penumpang, tidak ribut, dan tidak membuang sampah di dalam bus. #KUISTEMANBUS @yuniarsene @novtridwi @vanillaqueenzy",7 likes,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
unfurine,"Setiap kali naik Teman Bus atau kendaraan umum ke sekolah aku diajari mama untuk selalu mementingkan kenyamanan bersama, yang pasti aku sudah terapin itu dikeseharian ku pas naik Teman Bus. Yang paling penting banget kalau pulang sekolah kan biasanya rame2 sama teman, disitu biasanya pada berisik, dan aku disitu yang selalu mengingatkan mereka agar tidak berisik hingga mengganggu kenyamanan penumpang lain dan kadang juga jadi pengingat teman2 jg kalau masih ada yg makan di dalam Bus dan yang paling aku utamain kalau ada penumpang lain yang lebih butuh tempat duduk, kayak lansia atau ibu hamil, aku bisa langsung kasih tempat duduk.Hal-hal kecil ini ternyata bikin perjalananku lebih nyaman dan juga bisa kasih contoh positif buat orang lain yang sama-sama naik kendaraan umum. Simple, tapi dampaknya lumayan! 😁 @andinaputri1 @upiyuniranti @putrafaisal66",Reply,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
alteranggur,"Salah satu kebiasaan baik yang bisa menginspirasi saat naik Teman Bus adalah selalu mendahulukan orang yang membutuhkan, seperti lansia, ibu hamil, atau difabel, untuk duduk. Selain itu, aku juga selalu berusaha menjaga kebersihan dengan tidak membuang sampah sembarangan di dalam bus. Menyiapkan kartu atau pembayaran digital dari awal juga bisa mempercepat proses naik, biar nggak bikin antrean panjang. Intinya, menghormati sesama penumpang dan menjaga kenyamanan bersama jadi hal kecil yang punya dampak besar. #KUISTEMANBUS @nurcoolice.st @emrizal_arif2 @ardiandanik",2 likes,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
rehan_dwi.a,"kebiasaan baik yang saya lakukan saat diangkutan umum memberi prioritas tempat duduk , menjaga kebersihan, tidak bicara terlalu keras,tidak makan dan minum saat diangkutan umum,antri dan tertib, senyum dan sapa, dan membayar dengan benar#KUISTEMANBUS @nainnnz_fath @zayy_ajh @aldiiiaannn_",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
kzniaaa27,"Seruuu banget bisa menikmati fasilitas transportasi umum teman bus. Salah satu kebaikan yang sering terjadi di dalam bis adalah dengan membantu pekerja pasar untuk memasukkan barang ke dalam bus. Walaupun hanya membantu menggeser/membawakan barang2 pekerja pasar ke dalam bus, hal tersebut meringankan karena mereka bisa langsung duduk saat berada di dalam bis! #KUISTEMANBUS @devinahf_96 @herawati_leny16 @linaamlt_",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
virgi_marlani,Mematuhi tata tertib yang ada misal dengan menjaga kebersihan tidak buang sampah sembarangan @aniayi24 @ulizuhri88 @syahira.putri21 #KuisTemanBus,3 likes,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
imanadinuur,"Kebiasaan baik saat naik Teman Bus yang biasa saya lakukan adalah 1. Menyiapkan dan memastikan saldo Kartu Uang Elektronik/Aplikasi E Wallet sebelum naik Teman Bus 2. Mendahulukan dan mempersilakan duduk bagi penumpang prioritas seperti Lansia, Ibu Hamil atau dengan Balita dan Disabilitas 3. Tidak makan dan minum selama perjalanan. #KuisTemanBus @fajarwidyya @wahyunurrobi @kangdadi",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
ekapuspitawardani,"Jawabannya yaitu tidak berisik, buang sampah di tempat yg disediakan, dahulukan lansia, anak² dan bumil, sabar antri saat naik turun bus, tidak membawa barang berlebihan, duduk yang sopan. #KuisTemanBus @itsme_dwi09 @desyria12 @etik_dwi_wahyuni 😍",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
nisa_10_12,"Bismillaah , kebiasaan baik yang perlu kita biasakan yaitu Jujur , Sopan, Mendahulukan yang lebih Tua, lansia , Ibu hamil untuk duduk , membuang Sampah pada tempatnya, tidak makan & minum didalam bus @anisahnazla11 @rahmadiahzahra @nina_bhu2 #KuisTemanBus",2 likes,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
sofiaafitriadnda_,"Jawaban: kebiasaan baik yang perlu kita biasakan yakni jujur, sopan, mendahulukan yang lebih tua, lansia, ibu hamil untuk duduk, membuang sampah pada tempatnya, tidak makan dan minum didalam bus #kuistemanbus  @dwique @cinsilitonga @damara16_",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
louvvmrdly_,"Kebiasaan baik yang bisa menginspirasi orang lain yaitu 1. mempersilahkan orang yang lebih tua untuk naik/turun dari bus, 2. membayar sesuai nominal yang ditentukan (pernah menemukan orang dewasa pake kartu pelajar), 3. mempersilahkan orang yang lebih tua/ibu hamil untuk duduk, 4. senantiasa menjaga kebersihan bus, 5. menjaga ketertiban bus, 6. mengantre saat hendak naik/turun dari bus, 7. menjaga kedamaian bus dengan tidak berisik, 8. mengucapkan terima kasih kepada driver saat hendak turun dari bus, 9. tidak makan dan minum di dalam bus, 10. bersikap ramah kepada sesama penumpang dan driver bus. #KUISTEMANBUS @si__peh @donutlord_b @mintheaaa_",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
i__srifajar__,"Holla @teman_bus , buat saya yg selalu naik transportasi publik  saya selalu membiasakan diri untuk antri saat naik dan turun [ jika memang penuh dan  sesak biasa nya saya tunggu bus berikutnya ] , tidak duduk di kursi prioritas [ kalau ada lansia / ibu menyusui / anak2 , saya biasa memberikan tempat duduk untuk nya walaupun kadang badan capek dan pegal namun tak sampai hati jika melihat ada Ibu Hamil dan Lansia yg tdk dapat kursi penumpang ] , saya selalu menjaga agar tidak bau keringat dan bau matahari karena naik transportasi publik bertemu dengan banyak orang sehingga saya harus membuat nyaman orang2 di sekitar saya. Selalu pakai masker supaya kalau batuk dan bersin tidak mengganggu orang2 di sekitar. Oia jangan lupa untuk selalu mengedepankan adab ,  sopan santun dan selalu sabar karena naik transportasi publik selalu banyak rintangan nya [ apalagi saat rush hour ] Ciayoooo @s__subani31 @_lembayungsenj4 @endah_suryani27 #KUISTEMANBUS",10 likes,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
wawacool_1204,"Kebiasaan baik yang aku lakuin di dalam teman bus Adalah Bersikap Sopan Santun, Membantu yang memerlukan bantuan, buang Sampah pada tempatnya & memprioritaskan penumpang lansia, Ibu hamil dan anak2 u/ duduk @anisahnazla11 @_karinaaa92 @velinfebyana10 #KuisTemanBus",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
syifa.4444,"Kebiasaan baik yang seharusnya Kita Lakukan saat naik bus Adalah Dengan menyapa Orang di samping kita meskipun sekedar basa basi, Mendahulukan Orang lain yang sudah dalam Kondisi Lansia Atau ibu2 yang Sedang Mengadung untuk bisa Mendapatkan Tempat Duduk,, tidak Buang Sampah Sembarangan, Dan buat Para Kaum laki2 tidak merokok di dalam bus, Karna Itu sangat Menggnggu penumpang yang lain, yang terakhir Tidak Membuat keributan Atau  hal2 buruk lainnya . @mommyhafidzi.adly @ulmahfu123 @rizka.afriani93 #KuisTemanBus Semoga Beruntung 😍👏❤️",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
novii.nizar,"Kebyasaan yang baik saat naik bus menurut pengalaman saya adalah : Tertib dalam antrian . tidak usah berebut saat memasuki bus karena akan membahayakan diri sendiri dan orang lain ( bisa terjatuh ) .  mendahulukan atau memprioritaskan tempat duduk untuk lansia . ibu hamil . disabilitas dan yang membawa bayi atau anak"" .  tidak membuang sampah sembrangan . apalagi jika naik busway tidak seharusnya makan didalam bis ( walau sebenernya ada peringatannya tapi saya lihat masih ada adjah penumpang bus yang makan didalam bus walau hanya cemilan ) .  tidak berisik kalau bisa karena akan menganggu penumpang lain . kalau naik busway ketika sudah penuh jangan terlalu dipaksakan untuk masuk kedalam karena akan membahayakan orang yang berdiri di pintu .  #KUISTEMANBUS  @dimazruvianto @andikawijayakusu9 @sitirianti_26",1 like,"Kebiasan baik dalam naik angkutan umum pastinya dapat memberikan kenyamanan untuk sesama. Untuk itu Teman Bus mau mengajak kalian untuk berbagi kebiasaan baik apa saja yang dapat menjadi inspirasi untuk yang lainnya ketika naik kendaraan umum. Caranya:Tuliskan dan ceritakan kebiasaan atau hal baik lainnya ketika naik Teman Bus pada kolom komentar. SYARAT DAN KETENTUAN1. Berikan jawaban kamu 1 KALI SAJA DI KOLOM KOMENTAR2. Sertakan hashtag #KUISTEMANBUS3. TAG 3 TEMAN KAMU4. JAWABAN BERULANG/LEBIH DARI 1 KALI KOMEN AKAN DIDISKUALIFIKASI5. Jangan private instagram kamu6. Tidak ada jawaban salah dan benar, yang dipilih adalah jawaban terbaik yang dapat menginspirasi 7. Keputusan juri tidak bisa diganggu gugatKuis ditutup pada hari Minggu 22/10/2024 pukul 18:00 WIB#KamiAdaUntukAnda#DownloadTemanBus#Giveaway#Quiz#Kuis",quiz
